anime_id,top 10 cosine similarities 
13249,"[(1430, 1.0000000000000002), (1478, 1.0000000000000002), (1424, 1.0000000000000002), (792, 1.0000000000000002), (418, 1.0000000000000002), (5019, 1.0000000000000002), (8097, 1.0000000000000002), (13247, 1.0000000000000002), (2503, 1.0000000000000002), (761, 1.0000000000000002)]"
33549,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
21427,"[(25999, 1.0), (31018, 1.0), (30489, 1.0), (31445, 1.0), (2605, 0.86602540378443871), (3228, 0.86602540378443871), (6377, 0.86602540378443871), (4872, 0.86602540378443871), (7044, 0.86602540378443871), (18139, 0.86602540378443871)]"
1936,"[(1128, 1.0000000000000002), (1129, 1.0000000000000002), (1648, 1.0000000000000002), (14685, 1.0000000000000002), (563, 1.0000000000000002), (3952, 1.0000000000000002), (840, 1.0000000000000002), (11445, 1.0000000000000002), (5927, 1.0000000000000002), (26023, 0.86602540378443871)]"
3496,"[(16664, 0.99999999999999978), (6277, 0.99999999999999978), (7610, 0.99999999999999978), (16211, 0.99999999999999978), (7985, 0.99999999999999978), (32623, 0.99999999999999978), (31299, 0.99999999999999978), (34038, 0.99999999999999978), (30957, 0.99999999999999978), (6007, 0.81649658092772592)]"
31549,"[(22789, 0.99999999999999978), (29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978)]"
21771,"[(2937, 1.0), (9944, 1.0), (1223, 1.0), (21773, 1.0), (15127, 1.0), (3320, 1.0), (31244, 1.0), (30705, 1.0), (1974, 0.70710678118654746), (1562, 0.70710678118654746)]"
16247,"[(15211, 0.99999999999999978), (3435, 0.81649658092772592), (10568, 0.70710678118654746), (6172, 0.70710678118654746), (30187, 0.70710678118654746), (7662, 0.70710678118654746), (6954, 0.70710678118654746), (2937, 0.70710678118654746), (32946, 0.70710678118654746), (28619, 0.70710678118654746)]"
32564,"[(2113, 0.86602540378443871), (2114, 0.86602540378443871), (24619, 0.86602540378443871), (1609, 0.81649658092772592), (9346, 0.81649658092772592), (14913, 0.81649658092772592), (11017, 0.81649658092772592), (31137, 0.81649658092772592), (9393, 0.81649658092772592), (3533, 0.81649658092772592)]"
30920,"[(13429, 1.0), (3268, 1.0), (25907, 1.0), (10348, 1.0), (9001, 1.0), (14317, 1.0), (1361, 1.0), (14373, 1.0), (17791, 1.0), (9595, 1.0)]"
5232,"[(33082, 1.0), (33080, 1.0), (4810, 1.0), (5136, 1.0), (4856, 1.0), (4854, 1.0), (4855, 1.0), (29255, 1.0), (3389, 1.0), (5583, 1.0)]"
10375,"[(5365, 1.0), (6211, 1.0), (29093, 1.0), (1520, 1.0), (2405, 1.0), (2213, 1.0), (1373, 1.0), (1983, 1.0), (1521, 1.0), (10448, 1.0)]"
4147,"[(27539, 0.99999999999999978), (3751, 0.99999999999999978), (3720, 0.99999999999999978), (11073, 0.99999999999999978), (9291, 0.99999999999999978), (13935, 0.99999999999999978), (3755, 0.99999999999999978), (3201, 0.99999999999999978), (3202, 0.99999999999999978), (2647, 0.99999999999999978)]"
21821,"[(8287, 1.0000000000000002), (8132, 1.0000000000000002), (1072, 0.86602540378443871), (3935, 0.86602540378443871), (21177, 0.86602540378443871), (2265, 0.81649658092772592), (2734, 0.81649658092772592), (4208, 0.81649658092772592), (4073, 0.81649658092772592), (15879, 0.81649658092772592)]"
9053,"[(4177, 1.0000000000000002), (2746, 1.0000000000000002), (14629, 1.0000000000000002), (5505, 1.0000000000000002), (9526, 1.0000000000000002), (3371, 0.86602540378443871), (21339, 0.86602540378443871), (8888, 0.86602540378443871), (27631, 0.86602540378443871), (2969, 0.86602540378443871)]"
13309,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (2891, 1.0), (6884, 1.0)]"
33274,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
13427,"[(20951, 0.99999999999999978), (13469, 0.70710678118654746), (15159, 0.70710678118654746), (32607, 0.70710678118654746), (15431, 0.70710678118654746), (23439, 0.70710678118654746), (31144, 0.70710678118654746), (32190, 0.70710678118654746), (30088, 0.70710678118654746), (17637, 0.70710678118654746)]"
611,"[(3167, 0.99999999999999978), (7465, 0.99999999999999978), (1126, 0.99999999999999978), (5492, 0.99999999999999978), (34476, 0.99999999999999978), (975, 0.81649658092772592), (976, 0.81649658092772592), (800, 0.81649658092772592), (14237, 0.81649658092772592), (932, 0.81649658092772592)]"
16251,"[(1582, 1.0), (6718, 1.0), (1051, 0.89442719099991586), (2688, 0.89442719099991586), (1676, 0.89442719099991586), (1713, 0.89442719099991586), (97, 0.86602540378443871), (4177, 0.86602540378443871), (1747, 0.86602540378443871), (10336, 0.86602540378443871)]"
6038,"[(3305, 0.99999999999999978), (7113, 0.99999999999999978), (2157, 0.99999999999999978), (1631, 0.99999999999999978), (4232, 0.99999999999999978), (2215, 0.99999999999999978), (7839, 0.99999999999999978), (4387, 0.99999999999999978), (5131, 0.99999999999999978), (21575, 0.99999999999999978)]"
1183,"[(23933, 0.89442719099991586), (14527, 0.84515425472851646), (11761, 0.84515425472851646), (174, 0.84515425472851646), (28755, 0.79999999999999982), (1735, 0.79999999999999982), (16870, 0.79999999999999982), (13667, 0.79999999999999982), (20, 0.79999999999999982), (32365, 0.79999999999999982)]"
1442,"[(4712, 0.83333333333333348), (31128, 0.83333333333333348), (1938, 0.83333333333333348), (1827, 0.81649658092772615), (2123, 0.81649658092772615), (4961, 0.81649658092772615), (1777, 0.81649658092772615), (3192, 0.81649658092772615), (10105, 0.81649658092772615), (28045, 0.81649658092772615)]"
16936,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
695,"[(31715, 1.0000000000000002), (25879, 1.0000000000000002), (21647, 1.0000000000000002), (11179, 1.0000000000000002), (17875, 1.0000000000000002), (191, 1.0000000000000002), (12673, 1.0000000000000002), (30014, 1.0000000000000002), (22071, 1.0000000000000002), (27757, 1.0000000000000002)]"
9629,"[(1678, 0.99999999999999978), (3044, 0.99999999999999978), (4690, 0.99999999999999978), (3486, 0.99999999999999978), (8394, 0.99999999999999978), (1792, 0.99999999999999978), (2128, 0.99999999999999978), (1348, 0.99999999999999978), (3609, 0.99999999999999978), (33685, 0.99999999999999978)]"
17513,"[(29974, 1.0), (27417, 1.0), (7705, 0.86602540378443871), (5717, 0.75), (20971, 0.75), (30842, 0.70710678118654746), (28963, 0.70710678118654746), (20919, 0.70710678118654746), (24985, 0.70710678118654746), (853, 0.67082039324993692)]"
11511,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
25943,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (2891, 1.0), (6884, 1.0)]"
8659,"[(29757, 0.99999999999999978), (22469, 0.99999999999999978), (15653, 0.99999999999999978), (22467, 0.99999999999999978), (24315, 0.99999999999999978), (8773, 0.99999999999999978), (9910, 0.99999999999999978), (22473, 0.99999999999999978), (8772, 0.99999999999999978), (28355, 0.99999999999999978)]"
1831,"[(97, 1.0000000000000002), (1747, 1.0000000000000002), (10336, 1.0000000000000002), (1553, 1.0000000000000002), (1618, 1.0000000000000002), (2319, 1.0000000000000002), (4052, 1.0000000000000002), (2769, 1.0000000000000002), (2696, 1.0000000000000002), (31866, 1.0000000000000002)]"
31310,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
6266,"[(8426, 1.0000000000000002), (7877, 1.0000000000000002), (8120, 1.0000000000000002), (19905, 1.0000000000000002), (28483, 1.0000000000000002), (4059, 0.86602540378443871), (1729, 0.86602540378443871), (2558, 0.86602540378443871), (23043, 0.86602540378443871), (7059, 0.86602540378443871)]"
31377,"[(20909, 0.99999999999999978), (9989, 0.81649658092772592), (28675, 0.81649658092772592), (15039, 0.81649658092772592), (8142, 0.81649658092772592), (18153, 0.81649658092772592), (23385, 0.81649658092772592), (18411, 0.81649658092772592), (2931, 0.81649658092772592), (4202, 0.81649658092772592)]"
1058,"[(1778, 1.0000000000000002), (9200, 1.0000000000000002), (10135, 1.0000000000000002), (30107, 1.0000000000000002), (5184, 1.0000000000000002), (5091, 0.86602540378443871), (2836, 0.86602540378443871), (13169, 0.86602540378443871), (8240, 0.86602540378443871), (511, 0.86602540378443871)]"
2078,"[(9314, 1.0000000000000002), (5907, 1.0000000000000002), (3390, 1.0000000000000002), (33630, 1.0000000000000002), (513, 0.86602540378443871), (1254, 0.86602540378443871), (6153, 0.86602540378443871), (1255, 0.86602540378443871), (2123, 0.86602540378443871), (2962, 0.86602540378443871)]"
21715,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
625,"[(6505, 0.99999999999999978), (33446, 0.99999999999999978), (31499, 0.99999999999999978), (10928, 0.99999999999999978), (3467, 0.99999999999999978), (596, 0.99999999999999978), (4069, 0.99999999999999978), (23363, 0.99999999999999978), (7805, 0.99999999999999978), (1070, 0.99999999999999978)]"
619,"[(1705, 0.77151674981045948), (3032, 0.7559289460184544), (1666, 0.7559289460184544), (1580, 0.7559289460184544), (236, 0.71428571428571419), (26055, 0.6761234037828131), (239, 0.6761234037828131), (20899, 0.6761234037828131), (1382, 0.6761234037828131), (1023, 0.6761234037828131)]"
2767,"[(12141, 0.86602540378443871), (29469, 0.86602540378443871), (5712, 0.75), (3570, 0.75), (13215, 0.75), (6520, 0.75), (22465, 0.75), (12355, 0.70710678118654746), (15077, 0.70710678118654746), (27539, 0.70710678118654746)]"
6947,"[(800, 1.0000000000000002), (932, 1.0000000000000002), (29515, 1.0000000000000002), (12883, 0.86602540378443871), (9379, 0.86602540378443871), (2222, 0.86602540378443871), (3219, 0.86602540378443871), (3312, 0.86602540378443871), (13727, 0.86602540378443871), (17573, 0.86602540378443871)]"
1411,"[(1111, 0.92582009977255142), (1112, 0.92582009977255142), (773, 0.9128709291752769), (5307, 0.81649658092772615), (109, 0.81649658092772615), (2289, 0.81649658092772615), (3689, 0.81649658092772615), (4536, 0.81649658092772615), (909, 0.81649658092772615), (1444, 0.81649658092772615)]"
5330,"[(33082, 1.0), (33080, 1.0), (4810, 1.0), (5136, 1.0), (4856, 1.0), (4854, 1.0), (4855, 1.0), (29255, 1.0), (3389, 1.0), (5583, 1.0)]"
2056,"[(3444, 0.9128709291752769), (3235, 0.9128709291752769), (17621, 0.9128709291752769), (31050, 0.83333333333333348), (21353, 0.83333333333333348), (1468, 0.83333333333333348), (1027, 0.81649658092772615), (1667, 0.81649658092772615), (18305, 0.81649658092772615), (16748, 0.81649658092772615)]"
33912,"[(3702, 0.99999999999999978), (1655, 0.99999999999999978), (6713, 0.99999999999999978), (32977, 0.99999999999999978), (27441, 0.99999999999999978), (32038, 0.99999999999999978), (30218, 0.99999999999999978), (31540, 0.99999999999999978), (32039, 0.99999999999999978), (31072, 0.99999999999999978)]"
21267,"[(13469, 1.0), (15159, 1.0), (32607, 1.0), (15431, 1.0), (23439, 1.0), (31144, 1.0), (32190, 1.0), (30088, 1.0), (17637, 1.0), (33240, 1.0)]"
13693,"[(4416, 0.89442719099991586), (3223, 0.89442719099991586), (3222, 0.89442719099991586), (2176, 0.89442719099991586), (6428, 0.89442719099991586), (9566, 0.89442719099991586), (9274, 0.89442719099991586), (11087, 0.89442719099991586), (4565, 0.79999999999999982), (2321, 0.79999999999999982)]"
17293,"[(15793, 1.0000000000000002), (21573, 1.0000000000000002), (11751, 1.0000000000000002), (32151, 1.0000000000000002), (22049, 1.0000000000000002), (28715, 1.0000000000000002), (32836, 1.0000000000000002), (32843, 1.0000000000000002), (34240, 0.81649658092772592), (14941, 0.81649658092772592)]"
22293,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
32438,"[(1243, 0.89442719099991586), (21557, 0.86602540378443871), (31297, 0.81649658092772615), (369, 0.81649658092772615), (19, 0.7559289460184544), (22319, 0.7559289460184544), (27899, 0.7559289460184544), (437, 0.75), (34103, 0.75), (1594, 0.75)]"
10520,"[(32366, 0.99999999999999978), (31174, 0.99999999999999978), (2743, 0.99999999999999978), (5118, 0.99999999999999978), (32026, 0.99999999999999978), (6064, 0.99999999999999978), (1196, 0.99999999999999978), (13677, 0.99999999999999978), (3956, 0.99999999999999978), (12823, 0.99999999999999978)]"
10735,"[(23327, 1.0000000000000002), (20057, 1.0000000000000002), (30246, 1.0000000000000002), (6074, 1.0000000000000002), (5628, 1.0000000000000002), (25635, 1.0000000000000002), (23595, 1.0000000000000002), (13479, 1.0000000000000002), (6073, 1.0000000000000002), (10351, 0.86602540378443871)]"
2094,"[(3784, 1.0000000000000002), (2759, 1.0000000000000002), (2448, 1.0000000000000002), (19319, 1.0000000000000002), (3785, 1.0000000000000002), (22729, 1.0000000000000002), (13391, 1.0000000000000002), (24625, 1.0000000000000002), (25731, 1.0000000000000002), (32245, 1.0000000000000002)]"
19469,"[(33255, 1.0), (3958, 1.0), (20359, 1.0), (5978, 1.0), (10338, 1.0), (33731, 1.0), (16011, 0.89442719099991586), (31610, 0.89442719099991586), (28423, 0.89442719099991586), (29087, 0.89442719099991586)]"
32595,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
9561,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
31966,"[(10372, 1.0000000000000002), (18723, 1.0000000000000002), (18919, 1.0000000000000002), (31149, 0.86602540378443871), (21473, 0.86602540378443871), (14407, 0.86602540378443871), (24543, 0.86602540378443871), (31645, 0.86602540378443871), (7728, 0.86602540378443871), (22117, 0.86602540378443871)]"
6835,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
1342,"[(1343, 1.0000000000000002), (1341, 1.0000000000000002), (28623, 0.86602540378443871), (1629, 0.86602540378443871), (6920, 0.86602540378443871), (33519, 0.86602540378443871), (33520, 0.86602540378443871), (2214, 0.81649658092772592), (5034, 0.81649658092772592), (1024, 0.81649658092772592)]"
5053,"[(16049, 1.0000000000000002), (6213, 1.0000000000000002), (9047, 1.0000000000000002), (935, 1.0000000000000002), (152, 1.0000000000000002), (12419, 1.0000000000000002), (5859, 1.0000000000000002), (3366, 1.0000000000000002), (3900, 1.0000000000000002), (3522, 1.0000000000000002)]"
7453,"[(31324, 1.0), (31368, 1.0), (29101, 1.0), (9362, 1.0), (7875, 1.0), (30237, 1.0), (4760, 1.0), (17345, 1.0), (32503, 1.0), (23989, 1.0)]"
8669,"[(2953, 0.99999999999999978), (29511, 0.99999999999999978), (20555, 0.99999999999999978), (1926, 0.99999999999999978), (17891, 0.99999999999999978), (31252, 0.99999999999999978), (8626, 0.99999999999999978), (6491, 0.99999999999999978), (8731, 0.99999999999999978), (8719, 0.99999999999999978)]"
2837,"[(12281, 1.0), (11227, 1.0), (1694, 1.0), (14675, 1.0), (1900, 1.0), (8011, 1.0), (1643, 1.0), (11661, 1.0), (2839, 1.0), (2001, 0.89442719099991586)]"
19233,"[(13469, 1.0), (15159, 1.0), (32607, 1.0), (15431, 1.0), (23439, 1.0), (31144, 1.0), (32190, 1.0), (30088, 1.0), (17637, 1.0), (33240, 1.0)]"
4458,"[(1030, 1.0), (4586, 1.0), (15547, 1.0), (8783, 1.0), (9558, 1.0), (9900, 1.0), (28921, 1.0), (6518, 1.0), (8949, 1.0), (22443, 1.0)]"
8628,"[(17901, 0.99999999999999978), (4467, 0.99999999999999978), (7295, 0.99999999999999978), (19235, 0.99999999999999978), (14359, 0.99999999999999978), (8446, 0.99999999999999978), (32343, 0.99999999999999978), (13195, 0.99999999999999978), (8667, 0.99999999999999978), (8724, 0.99999999999999978)]"
3684,"[(13429, 1.0), (3268, 1.0), (25907, 1.0), (10348, 1.0), (9001, 1.0), (14317, 1.0), (1361, 1.0), (14373, 1.0), (17791, 1.0), (9595, 1.0)]"
32608,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
32618,"[(6795, 0.86602540378443871), (34240, 0.81649658092772592), (14941, 0.81649658092772592), (12149, 0.81649658092772592), (2182, 0.81649658092772592), (17901, 0.81649658092772592), (2973, 0.81649658092772592), (4467, 0.81649658092772592), (7295, 0.81649658092772592), (17325, 0.81649658092772592)]"
31252,"[(2953, 0.99999999999999978), (29511, 0.99999999999999978), (20555, 0.99999999999999978), (1926, 0.99999999999999978), (17891, 0.99999999999999978), (8669, 0.99999999999999978), (8626, 0.99999999999999978), (6491, 0.99999999999999978), (8731, 0.99999999999999978), (8719, 0.99999999999999978)]"
4058,"[(16524, 1.0), (23319, 1.0), (2987, 1.0), (8285, 1.0), (492, 1.0), (10005, 1.0), (11755, 1.0), (10319, 1.0), (9390, 1.0), (7551, 1.0)]"
21055,"[(31989, 0.99999999999999978), (26453, 0.99999999999999978), (33808, 0.99999999999999978), (6305, 0.99999999999999978), (24181, 0.99999999999999978), (31988, 0.81649658092772592), (24997, 0.81649658092772592), (19111, 0.81649658092772592), (27989, 0.81649658092772592), (15051, 0.81649658092772592)]"
8697,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
9741,"[(6419, 1.0), (30240, 0.89442719099991586), (32485, 0.89442719099991586), (7817, 0.89442719099991586), (637, 0.89442719099991586), (715, 0.89442719099991586), (382, 0.89442719099991586), (1701, 0.89442719099991586), (23985, 0.89442719099991586), (28713, 0.89442719099991586)]"
816,"[(3410, 1.0), (71, 0.89442719099991586), (1312, 0.89442719099991586), (10870, 0.86602540378443871), (3485, 0.86602540378443871), (1335, 0.86602540378443871), (10948, 0.86602540378443871), (3447, 0.86602540378443871), (2604, 0.86602540378443871), (10947, 0.86602540378443871)]"
