anime_id,top 10 cosine similarities 
7985,"[(16664, 0.99999999999999978), (6277, 0.99999999999999978), (7610, 0.99999999999999978), (16211, 0.99999999999999978), (3496, 0.99999999999999978), (32623, 0.99999999999999978), (31299, 0.99999999999999978), (34038, 0.99999999999999978), (30957, 0.99999999999999978), (6007, 0.81649658092772592)]"
31972,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
5270,"[(3784, 1.0000000000000002), (2759, 1.0000000000000002), (2448, 1.0000000000000002), (19319, 1.0000000000000002), (3785, 1.0000000000000002), (22729, 1.0000000000000002), (13391, 1.0000000000000002), (24625, 1.0000000000000002), (25731, 1.0000000000000002), (32245, 1.0000000000000002)]"
33746,"[(32995, 0.99999999999999978), (7720, 0.99999999999999978), (2159, 0.99999999999999978), (30311, 0.99999999999999978), (22673, 0.99999999999999978), (19671, 0.99999999999999978), (9124, 0.99999999999999978), (2228, 0.99999999999999978), (8423, 0.99999999999999978), (6999, 0.99999999999999978)]"
30382,"[(10447, 0.99999999999999989), (2795, 0.92582009977255142), (29876, 0.85714285714285698), (2042, 0.84515425472851646), (1130, 0.84515425472851646), (17131, 0.84515425472851646), (1944, 0.80178372573727308), (1517, 0.80178372573727308), (1921, 0.77151674981045948), (1293, 0.77151674981045948)]"
7786,"[(164, 1.0000000000000002), (22199, 1.0000000000000002), (30911, 1.0000000000000002), (1696, 1.0000000000000002), (1954, 1.0000000000000002), (5940, 1.0000000000000002), (26449, 1.0000000000000002), (10260, 1.0000000000000002), (7752, 1.0000000000000002), (31927, 1.0000000000000002)]"
20705,"[(10519, 0.99999999999999978), (33119, 0.99999999999999978), (17949, 0.70710678118654746), (30745, 0.70710678118654746), (9930, 0.70710678118654746), (10445, 0.70710678118654746), (6399, 0.70710678118654746), (10050, 0.70710678118654746), (6401, 0.70710678118654746), (32953, 0.70710678118654746)]"
24637,"[(579, 1.0000000000000002), (3085, 1.0000000000000002), (21599, 1.0000000000000002), (443, 0.86602540378443871), (631, 0.86602540378443871), (7066, 0.86602540378443871), (1127, 0.86602540378443871), (31930, 0.86602540378443871), (5973, 0.86602540378443871), (32214, 0.86602540378443871)]"
2365,"[(1829, 1.0000000000000002), (2409, 0.86602540378443871), (4551, 0.86602540378443871), (11783, 0.86602540378443871), (27825, 0.86602540378443871), (3594, 0.86602540378443871), (2825, 0.86602540378443871), (872, 0.86602540378443871), (10155, 0.86602540378443871), (16385, 0.86602540378443871)]"
4540,"[(3784, 1.0000000000000002), (2759, 1.0000000000000002), (2448, 1.0000000000000002), (19319, 1.0000000000000002), (3785, 1.0000000000000002), (22729, 1.0000000000000002), (13391, 1.0000000000000002), (24625, 1.0000000000000002), (25731, 1.0000000000000002), (32245, 1.0000000000000002)]"
2308,"[(1097, 1.0000000000000002), (23987, 0.70710678118654757), (20969, 0.70710678118654757), (13335, 0.61237243569579458), (7014, 0.61237243569579458), (3248, 0.61237243569579458), (8861, 0.61237243569579458), (610, 0.61237243569579458), (1937, 0.61237243569579458), (19971, 0.61237243569579458)]"
7807,"[(1014, 1.0), (2038, 1.0), (3878, 1.0), (951, 0.86602540378443871), (1728, 0.86602540378443871), (353, 0.86602540378443871), (505, 0.86602540378443871), (32175, 0.86602540378443871), (1886, 0.86602540378443871), (351, 0.86602540378443871)]"
16377,"[(22789, 0.99999999999999978), (29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978)]"
574,"[(19653, 0.86602540378443871), (5153, 0.86602540378443871), (10751, 0.86602540378443871), (2182, 0.81649658092772592), (3305, 0.81649658092772592), (7113, 0.81649658092772592), (2157, 0.81649658092772592), (1631, 0.81649658092772592), (4232, 0.81649658092772592), (2215, 0.81649658092772592)]"
33366,"[(22137, 0.99999999999999978), (1726, 0.81649658092772592), (16512, 0.81649658092772592), (8487, 0.81649658092772592), (3599, 0.81649658092772592), (31133, 0.81649658092772592), (3595, 0.81649658092772592), (3600, 0.81649658092772592), (1269, 0.81649658092772592), (29291, 0.81649658092772592)]"
12399,"[(10161, 0.99999999999999978), (3087, 0.99999999999999978), (3363, 0.99999999999999978), (3407, 0.99999999999999978), (2511, 0.99999999999999978), (11103, 0.99999999999999978), (16614, 0.99999999999999978), (5539, 0.99999999999999978), (7279, 0.99999999999999978), (2697, 0.99999999999999978)]"
32454,"[(264, 1.0000000000000002), (265, 1.0000000000000002), (814, 1.0000000000000002), (3568, 1.0000000000000002), (32871, 1.0000000000000002), (26395, 1.0000000000000002), (30567, 1.0000000000000002), (32228, 1.0000000000000002), (31440, 1.0000000000000002), (33811, 1.0000000000000002)]"
10904,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
9365,"[(1590, 1.0), (5152, 1.0), (5071, 1.0), (1469, 1.0), (13201, 1.0), (4657, 1.0), (3065, 1.0), (30155, 1.0), (426, 1.0), (32887, 1.0)]"
32853,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
31710,"[(12487, 1.0000000000000002), (389, 1.0000000000000002), (3086, 1.0000000000000002), (2603, 1.0000000000000002), (1978, 1.0000000000000002), (4933, 1.0000000000000002), (2423, 1.0000000000000002), (31402, 1.0000000000000002), (856, 0.86602540378443871), (6152, 0.86602540378443871)]"
8526,"[(13429, 1.0), (3268, 1.0), (25907, 1.0), (10348, 1.0), (9001, 1.0), (14317, 1.0), (1361, 1.0), (14373, 1.0), (17791, 1.0), (9595, 1.0)]"
19185,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
1775,"[(206, 0.9128709291752769), (791, 0.9128709291752769), (31859, 0.89442719099991586), (11783, 0.89442719099991586), (27825, 0.89442719099991586), (3594, 0.89442719099991586), (10155, 0.89442719099991586), (16385, 0.89442719099991586), (7109, 0.89442719099991586), (17419, 0.89442719099991586)]"
2599,"[(2598, 0.99999999999999989), (2600, 0.99999999999999989), (1069, 0.92582009977255142), (411, 0.92582009977255142), (2747, 0.92582009977255142), (1768, 0.92582009977255142), (1737, 0.92582009977255142), (1458, 0.92582009977255142), (10342, 0.92582009977255142), (3183, 0.92582009977255142)]"
15391,"[(30240, 0.9128709291752769), (32485, 0.9128709291752769), (7817, 0.9128709291752769), (637, 0.9128709291752769), (197, 0.9128709291752769), (1701, 0.9128709291752769), (23423, 0.9128709291752769), (59, 0.83333333333333348), (3455, 0.83333333333333348), (5042, 0.83333333333333348)]"
13373,"[(13469, 1.0), (15159, 1.0), (32607, 1.0), (15431, 1.0), (23439, 1.0), (31144, 1.0), (32190, 1.0), (30088, 1.0), (17637, 1.0), (33240, 1.0)]"
31830,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
29757,"[(8659, 0.99999999999999978), (22469, 0.99999999999999978), (15653, 0.99999999999999978), (22467, 0.99999999999999978), (24315, 0.99999999999999978), (8773, 0.99999999999999978), (9910, 0.99999999999999978), (22473, 0.99999999999999978), (8772, 0.99999999999999978), (28355, 0.99999999999999978)]"
19237,"[(17901, 0.99999999999999978), (4467, 0.99999999999999978), (7295, 0.99999999999999978), (19235, 0.99999999999999978), (14359, 0.99999999999999978), (8446, 0.99999999999999978), (32343, 0.99999999999999978), (13195, 0.99999999999999978), (8667, 0.99999999999999978), (8724, 0.99999999999999978)]"
5492,"[(3167, 0.99999999999999978), (7465, 0.99999999999999978), (1126, 0.99999999999999978), (611, 0.99999999999999978), (34476, 0.99999999999999978), (975, 0.81649658092772592), (976, 0.81649658092772592), (800, 0.81649658092772592), (14237, 0.81649658092772592), (932, 0.81649658092772592)]"
1712,"[(1985, 1.0000000000000002), (2803, 1.0000000000000002), (1986, 1.0000000000000002), (2028, 1.0000000000000002), (3880, 1.0000000000000002), (19171, 1.0000000000000002), (890, 0.86602540378443871), (2268, 0.86602540378443871), (2337, 0.86602540378443871), (1212, 0.86602540378443871)]"
1743,"[(8215, 1.0), (1769, 1.0), (6945, 0.89442719099991586), (30143, 0.89442719099991586), (4578, 0.89442719099991586), (2080, 0.89442719099991586), (23855, 0.89442719099991586), (6, 0.86602540378443871), (4106, 0.86602540378443871), (5074, 0.86602540378443871)]"
9667,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
5662,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
9521,"[(164, 1.0000000000000002), (22199, 1.0000000000000002), (30911, 1.0000000000000002), (1696, 1.0000000000000002), (1954, 1.0000000000000002), (5940, 1.0000000000000002), (26449, 1.0000000000000002), (10260, 1.0000000000000002), (7752, 1.0000000000000002), (31927, 1.0000000000000002)]"
7248,"[(18295, 0.81649658092772592), (16668, 0.81649658092772592), (4183, 0.81649658092772592), (8839, 0.81649658092772592), (18449, 0.81649658092772592), (5629, 0.81649658092772592), (32898, 0.81649658092772592), (7060, 0.81649658092772592), (18795, 0.81649658092772592), (2761, 0.70710678118654746)]"
1076,"[(164, 1.0000000000000002), (22199, 1.0000000000000002), (30911, 1.0000000000000002), (1696, 1.0000000000000002), (1954, 1.0000000000000002), (5940, 1.0000000000000002), (26449, 1.0000000000000002), (10260, 1.0000000000000002), (7752, 1.0000000000000002), (31927, 1.0000000000000002)]"
1692,"[(13757, 1.0000000000000002), (29095, 0.86602540378443871), (10397, 0.86602540378443871), (5216, 0.86602540378443871), (6165, 0.86602540378443871), (62, 0.86602540378443871), (9353, 0.86602540378443871), (4720, 0.86602540378443871), (8861, 0.86602540378443871), (661, 0.86602540378443871)]"
3843,"[(32613, 0.99999999999999978), (33558, 0.99999999999999978), (10456, 0.99999999999999978), (884, 0.99999999999999978), (28351, 0.99999999999999978), (31598, 0.99999999999999978), (1828, 0.99999999999999978), (18767, 0.99999999999999978), (11705, 0.99999999999999978), (32083, 0.99999999999999978)]"
1586,"[(3327, 0.81649658092772592), (929, 0.81649658092772592), (4807, 0.81649658092772592), (2620, 0.81649658092772592), (5129, 0.81649658092772592), (2619, 0.81649658092772592), (3008, 0.81649658092772592), (3915, 0.81649658092772592), (4244, 0.81649658092772592), (8839, 0.81649658092772592)]"
4908,"[(1974, 0.81649658092772592), (3734, 0.81649658092772592), (9773, 0.81649658092772592), (31387, 0.81649658092772592), (15021, 0.81649658092772592), (12599, 0.81649658092772592), (1485, 0.66666666666666674), (429, 0.66666666666666674), (5835, 0.66666666666666674), (1240, 0.66666666666666674)]"
30199,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
8920,"[(6472, 1.0), (4044, 1.0), (3906, 1.0), (6271, 1.0), (6276, 1.0), (6809, 1.0), (4823, 1.0), (10417, 1.0), (8682, 1.0), (30948, 1.0)]"
12723,"[(7598, 1.0000000000000002), (6610, 0.86602540378443871), (28673, 0.86602540378443871), (9253, 0.81649658092772592), (11577, 0.81649658092772592), (10863, 0.81649658092772592), (32188, 0.81649658092772592), (2965, 0.81649658092772592), (32962, 0.81649658092772592), (10104, 0.81649658092772592)]"
8231,"[(3573, 0.99999999999999978), (3136, 0.81649658092772592), (921, 0.81649658092772592), (615, 0.81649658092772592), (920, 0.81649658092772592), (309, 0.81649658092772592), (31890, 0.81649658092772592), (7882, 0.81649658092772592), (33190, 0.70710678118654746), (6199, 0.70710678118654746)]"
12907,"[(1937, 0.86602540378443871), (16664, 0.81649658092772592), (16444, 0.81649658092772592), (5802, 0.81649658092772592), (14853, 0.81649658092772592), (6277, 0.81649658092772592), (6462, 0.81649658092772592), (7610, 0.81649658092772592), (6680, 0.81649658092772592), (30922, 0.81649658092772592)]"
21773,"[(2937, 1.0), (9944, 1.0), (1223, 1.0), (15127, 1.0), (21771, 1.0), (3320, 1.0), (31244, 1.0), (30705, 1.0), (1974, 0.70710678118654746), (1562, 0.70710678118654746)]"
5372,"[(3327, 1.0000000000000002), (929, 1.0000000000000002), (5129, 1.0000000000000002), (1598, 1.0000000000000002), (6970, 1.0000000000000002), (3151, 1.0000000000000002), (20975, 1.0000000000000002), (16041, 1.0000000000000002), (890, 0.86602540378443871), (2268, 0.86602540378443871)]"
30091,"[(10087, 1.0000000000000002), (19703, 1.0000000000000002), (25015, 1.0000000000000002), (1815, 1.0000000000000002), (13183, 1.0000000000000002), (15359, 1.0000000000000002), (10893, 1.0000000000000002), (20723, 1.0000000000000002), (19871, 1.0000000000000002), (10545, 1.0000000000000002)]"
33771,"[(72, 1.0000000000000002), (1913, 1.0000000000000002), (5251, 1.0000000000000002), (2791, 1.0000000000000002), (9491, 1.0000000000000002), (1621, 1.0000000000000002), (30654, 0.86602540378443871), (18679, 0.86602540378443871), (24833, 0.86602540378443871), (32863, 0.86602540378443871)]"
1992,"[(4107, 0.86602540378443871), (72, 0.86602540378443871), (1913, 0.86602540378443871), (5251, 0.86602540378443871), (4075, 0.86602540378443871), (2791, 0.86602540378443871), (33771, 0.86602540378443871), (27785, 0.86602540378443871), (9491, 0.86602540378443871), (1621, 0.86602540378443871)]"
9502,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
23259,"[(6288, 1.0), (9241, 1.0), (2361, 1.0), (27655, 1.0), (4371, 1.0), (10808, 1.0), (3399, 1.0), (31454, 1.0), (9385, 1.0), (2906, 1.0)]"
31769,"[(6902, 1.0), (8677, 1.0), (8092, 1.0), (3367, 1.0), (3646, 1.0), (2282, 1.0), (5693, 1.0), (19401, 1.0), (3215, 1.0), (4187, 1.0)]"
2278,"[(22147, 0.99999999999999978), (24727, 0.99999999999999978), (350, 0.99999999999999978), (23487, 0.99999999999999978), (2039, 0.99999999999999978), (6748, 0.99999999999999978), (31448, 0.99999999999999978), (5454, 0.99999999999999978), (952, 0.99999999999999978), (23341, 0.99999999999999978)]"
6907,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
20667,"[(1299, 0.99999999999999978), (73, 0.81649658092772592), (15197, 0.81649658092772592), (15199, 0.81649658092772592), (15201, 0.81649658092772592), (30711, 0.81649658092772592), (3670, 0.81649658092772592), (17717, 0.81649658092772592), (2604, 0.81649658092772592), (24371, 0.81649658092772592)]"
3328,"[(31056, 1.0000000000000002), (2131, 1.0000000000000002), (357, 1.0000000000000002), (3417, 1.0000000000000002), (9506, 1.0000000000000002), (26057, 0.86602540378443871), (25011, 0.86602540378443871), (1127, 0.86602540378443871), (19109, 0.86602540378443871), (4421, 0.86602540378443871)]"
23595,"[(23327, 1.0000000000000002), (20057, 1.0000000000000002), (30246, 1.0000000000000002), (6074, 1.0000000000000002), (5628, 1.0000000000000002), (25635, 1.0000000000000002), (10735, 1.0000000000000002), (13479, 1.0000000000000002), (6073, 1.0000000000000002), (10351, 0.86602540378443871)]"
21009,"[(11763, 1.0000000000000002), (5217, 0.81649658092772592), (12449, 0.81649658092772592), (7155, 0.81649658092772592), (9744, 0.81649658092772592), (6392, 0.81649658092772592), (3816, 0.81649658092772592), (5814, 0.81649658092772592), (32831, 0.81649658092772592), (23011, 0.81649658092772592)]"
28631,"[(33082, 1.0), (33080, 1.0), (4810, 1.0), (5136, 1.0), (4856, 1.0), (4854, 1.0), (4855, 1.0), (29255, 1.0), (3389, 1.0), (5583, 1.0)]"
6607,"[(572, 0.99999999999999978), (2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978)]"
21775,"[(4224, 1.0), (21405, 1.0), (24913, 1.0), (23701, 1.0), (11235, 1.0), (20541, 1.0), (8676, 1.0), (11553, 1.0), (6098, 1.0), (3159, 1.0)]"
3430,"[(3784, 1.0000000000000002), (2759, 1.0000000000000002), (2448, 1.0000000000000002), (19319, 1.0000000000000002), (3785, 1.0000000000000002), (22729, 1.0000000000000002), (13391, 1.0000000000000002), (24625, 1.0000000000000002), (25731, 1.0000000000000002), (32245, 1.0000000000000002)]"
29585,"[(32139, 0.99999999999999978), (17949, 0.70710678118654746), (30745, 0.70710678118654746), (9930, 0.70710678118654746), (10445, 0.70710678118654746), (6399, 0.70710678118654746), (10050, 0.70710678118654746), (6401, 0.70710678118654746), (32953, 0.70710678118654746), (14951, 0.70710678118654746)]"
17267,"[(23421, 1.0000000000000002), (20689, 1.0000000000000002), (11341, 1.0000000000000002), (30290, 1.0000000000000002), (10923, 1.0000000000000002), (7768, 1.0000000000000002), (23115, 1.0000000000000002), (14647, 1.0000000000000002), (27629, 1.0000000000000002), (31486, 1.0000000000000002)]"
1933,"[(33082, 1.0), (33080, 1.0), (4810, 1.0), (5136, 1.0), (4856, 1.0), (4854, 1.0), (4855, 1.0), (29255, 1.0), (3389, 1.0), (5583, 1.0)]"
10958,"[(1562, 0.99999999999999978), (11911, 0.99999999999999978), (1300, 0.99999999999999978), (18599, 0.99999999999999978), (15893, 0.99999999999999978), (31471, 0.99999999999999978), (30438, 0.99999999999999978), (23779, 0.99999999999999978), (24501, 0.99999999999999978), (17211, 0.99999999999999978)]"
31300,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
1271,"[(31326, 0.99999999999999978), (9063, 0.99999999999999978), (8599, 0.99999999999999978), (5333, 0.99999999999999978), (15729, 0.99999999999999978), (8507, 0.99999999999999978), (19255, 0.99999999999999978), (7744, 0.99999999999999978), (13137, 0.99999999999999978), (6287, 0.99999999999999978)]"
21421,"[(33190, 1.0), (6199, 1.0), (6368, 1.0), (17651, 1.0), (20187, 1.0), (20053, 1.0), (9911, 1.0), (27997, 1.0), (3805, 1.0), (10217, 1.0)]"
15937,"[(2772, 1.0000000000000002), (24719, 1.0000000000000002), (3515, 0.86602540378443871), (21639, 0.86602540378443871), (2107, 0.86602540378443871), (2113, 0.86602540378443871), (28683, 0.86602540378443871), (17699, 0.86602540378443871), (10647, 0.86602540378443871), (17391, 0.86602540378443871)]"
9826,"[(17949, 1.0), (30745, 1.0), (9930, 1.0), (10445, 1.0), (6399, 1.0), (10050, 1.0), (6401, 1.0), (32953, 1.0), (14951, 1.0), (31780, 1.0)]"
4103,"[(20355, 1.0), (30766, 1.0), (32058, 1.0), (24575, 1.0), (11483, 0.70710678118654746), (12361, 0.70710678118654746), (3571, 0.70710678118654746), (32384, 0.70710678118654746), (6838, 0.70710678118654746), (19547, 0.70710678118654746)]"
3736,"[(32380, 0.99999999999999978), (16726, 0.99999999999999978), (1902, 0.99999999999999978), (8648, 0.99999999999999978), (3037, 0.99999999999999978), (33208, 0.99999999999999978), (2687, 0.99999999999999978), (6743, 0.99999999999999978), (1193, 0.99999999999999978), (33038, 0.99999999999999978)]"
23029,"[(8751, 1.0000000000000002), (32989, 1.0000000000000002), (21833, 0.86602540378443871), (3702, 0.81649658092772592), (32380, 0.81649658092772592), (1655, 0.81649658092772592), (6713, 0.81649658092772592), (32977, 0.81649658092772592), (17901, 0.81649658092772592), (27441, 0.81649658092772592)]"
3821,"[(34240, 0.99999999999999978), (14941, 0.99999999999999978), (12149, 0.99999999999999978), (3818, 0.99999999999999978), (3820, 0.99999999999999978), (21471, 0.99999999999999978), (18463, 0.99999999999999978), (29871, 0.99999999999999978), (32092, 0.99999999999999978), (1047, 0.81649658092772592)]"
2522,"[(1050, 0.89442719099991586), (1891, 0.89442719099991586), (3033, 0.89442719099991586), (1138, 0.89442719099991586), (1892, 0.89442719099991586), (111, 0.89442719099991586), (2263, 0.89442719099991586), (1247, 0.89442719099991586), (564, 0.89442719099991586), (1159, 0.89442719099991586)]"
2311,"[(10629, 1.0), (4921, 1.0), (2671, 1.0), (4071, 1.0), (3624, 1.0), (22359, 1.0), (6909, 1.0), (3493, 1.0), (3811, 1.0), (2715, 1.0)]"
31073,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
1766,"[(25873, 1.0000000000000002), (11835, 0.86602540378443871), (11841, 0.86602540378443871), (9806, 0.86602540378443871), (22547, 0.86602540378443871), (29910, 0.86602540378443871), (33278, 0.86602540378443871), (29936, 0.86602540378443871), (29937, 0.86602540378443871), (29935, 0.86602540378443871)]"
10813,"[(29831, 1.0000000000000002), (14175, 1.0000000000000002), (29830, 1.0000000000000002), (29829, 1.0000000000000002), (25729, 1.0000000000000002), (15731, 1.0000000000000002), (21737, 1.0000000000000002), (11793, 1.0000000000000002), (10232, 1.0000000000000002), (3946, 1.0000000000000002)]"
16169,"[(22789, 0.99999999999999978), (29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978)]"
4967,"[(16049, 1.0000000000000002), (6213, 1.0000000000000002), (9047, 1.0000000000000002), (935, 1.0000000000000002), (152, 1.0000000000000002), (12419, 1.0000000000000002), (5859, 1.0000000000000002), (3366, 1.0000000000000002), (3900, 1.0000000000000002), (3522, 1.0000000000000002)]"
30967,"[(4095, 1.0000000000000002), (7621, 1.0000000000000002), (30463, 0.86602540378443871), (4084, 0.86602540378443871), (16444, 0.81649658092772592), (3710, 0.81649658092772592), (5802, 0.81649658092772592), (6270, 0.81649658092772592), (9824, 0.81649658092772592), (6462, 0.81649658092772592)]"
31157,"[(3702, 0.99999999999999978), (1655, 0.99999999999999978), (6713, 0.99999999999999978), (32977, 0.99999999999999978), (27441, 0.99999999999999978), (32038, 0.99999999999999978), (30218, 0.99999999999999978), (31540, 0.99999999999999978), (32039, 0.99999999999999978), (31072, 0.99999999999999978)]"
31467,"[(2265, 0.99999999999999978), (2734, 0.99999999999999978), (4208, 0.99999999999999978), (4073, 0.99999999999999978), (15879, 0.99999999999999978), (23325, 0.99999999999999978), (15847, 0.99999999999999978), (21077, 0.99999999999999978), (32927, 0.99999999999999978), (25543, 0.99999999999999978)]"
2876,"[(27539, 0.99999999999999978), (3751, 0.99999999999999978), (3720, 0.99999999999999978), (11073, 0.99999999999999978), (9291, 0.99999999999999978), (13935, 0.99999999999999978), (3755, 0.99999999999999978), (3201, 0.99999999999999978), (3202, 0.99999999999999978), (2647, 0.99999999999999978)]"
17387,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
5878,"[(2182, 0.99999999999999978), (2973, 0.99999999999999978), (17325, 0.99999999999999978), (7139, 0.99999999999999978), (11735, 0.99999999999999978), (6939, 0.99999999999999978), (32407, 0.99999999999999978), (12487, 0.81649658092772592), (389, 0.81649658092772592), (2756, 0.81649658092772592)]"
4104,"[(33994, 1.0), (1015, 1.0), (2424, 1.0), (9023, 1.0), (5710, 1.0), (2518, 1.0), (2954, 1.0), (9340, 1.0), (1684, 1.0), (5947, 1.0)]"
4929,"[(3784, 1.0000000000000002), (2759, 1.0000000000000002), (2448, 1.0000000000000002), (19319, 1.0000000000000002), (3785, 1.0000000000000002), (22729, 1.0000000000000002), (13391, 1.0000000000000002), (24625, 1.0000000000000002), (25731, 1.0000000000000002), (32245, 1.0000000000000002)]"
33213,"[(5875, 0.99999999999999978), (8647, 0.99999999999999978), (22511, 0.99999999999999978), (33078, 0.99999999999999978), (7762, 0.81649658092772592), (6793, 0.81649658092772592), (16241, 0.81649658092772592), (10216, 0.81649658092772592), (32409, 0.81649658092772592), (31098, 0.70710678118654746)]"
6513,"[(30234, 0.99999999999999978), (32856, 0.99999999999999978), (33217, 0.99999999999999978), (33866, 0.99999999999999978), (8939, 0.81649658092772592), (17949, 0.70710678118654746), (30745, 0.70710678118654746), (9930, 0.70710678118654746), (10445, 0.70710678118654746), (6399, 0.70710678118654746)]"
15127,"[(2937, 1.0), (9944, 1.0), (1223, 1.0), (21773, 1.0), (21771, 1.0), (3320, 1.0), (31244, 1.0), (30705, 1.0), (1974, 0.70710678118654746), (1562, 0.70710678118654746)]"
10373,"[(1220, 0.99999999999999978), (27775, 0.81649658092772592), (16528, 0.81649658092772592), (24655, 0.81649658092772592), (14293, 0.81649658092772592), (609, 0.81649658092772592), (358, 0.81649658092772592), (1128, 0.81649658092772592), (1129, 0.81649658092772592), (1648, 0.81649658092772592)]"
4718,"[(31324, 1.0), (31368, 1.0), (29101, 1.0), (9362, 1.0), (7875, 1.0), (30237, 1.0), (4760, 1.0), (17345, 1.0), (32503, 1.0), (23989, 1.0)]"
281,"[(3690, 0.86602540378443871), (6505, 0.81649658092772592), (33446, 0.81649658092772592), (31499, 0.81649658092772592), (10928, 0.81649658092772592), (3467, 0.81649658092772592), (596, 0.81649658092772592), (4069, 0.81649658092772592), (23363, 0.81649658092772592), (7805, 0.81649658092772592)]"
11087,"[(4578, 0.89442719099991586), (13693, 0.89442719099991586), (19279, 0.89442719099991586), (23855, 0.89442719099991586), (3784, 0.86602540378443871), (2759, 0.86602540378443871), (2448, 0.86602540378443871), (19319, 0.86602540378443871), (3785, 0.86602540378443871), (22729, 0.86602540378443871)]"
13041,"[(27737, 0.99999999999999978), (32670, 0.99999999999999978), (10526, 0.99999999999999978), (16802, 0.99999999999999978), (3251, 0.99999999999999978), (25981, 0.99999999999999978), (14123, 0.81649658092772592), (17917, 0.81649658092772592), (12651, 0.81649658092772592), (7081, 0.81649658092772592)]"
3625,"[(4531, 0.79999999999999982), (16904, 0.7745966692414834), (27991, 0.7745966692414834), (10717, 0.7745966692414834), (10715, 0.7745966692414834), (14467, 0.7745966692414834), (10716, 0.7745966692414834), (10714, 0.7745966692414834), (10294, 0.7745966692414834), (4581, 0.7745966692414834)]"
13407,"[(7711, 1.0), (5998, 1.0), (24459, 1.0), (2672, 1.0), (2675, 1.0), (2660, 1.0), (2667, 1.0), (2659, 1.0), (2891, 1.0), (6884, 1.0)]"
8554,"[(578, 0.99999999999999978), (2623, 0.99999999999999978), (2753, 0.99999999999999978), (1824, 0.99999999999999978), (19115, 0.99999999999999978), (2227, 0.99999999999999978), (10500, 0.99999999999999978), (5929, 0.99999999999999978), (9959, 0.99999999999999978), (1329, 0.99999999999999978)]"
